STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,YEAR,MONTH,DAY,TAVG,TMAX,TMIN
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,1/10/2004,2004,1,10,31,43,19
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,1/11/2004,2004,1,11,30.5,42,19
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,1/12/2004,2004,1,12,30.5,43,18
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,1/13/2004,2004,1,13,31,41,21
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,1/14/2004,2004,1,14,31.5,43,20
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,1/15/2004,2004,1,15,26,36,16
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,1/16/2004,2004,1,16,20.5,32,9
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,1/17/2004,2004,1,17,25,39,11
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,1/18/2004,2004,1,18,25,36,14
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,1/19/2004,2004,1,19,18,28,8
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,1/20/2004,2004,1,20,14,25,3
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,1/21/2004,2004,1,21,15,27,3
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,1/22/2004,2004,1,22,24,38,10
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,1/23/2004,2004,1,23,29.5,40,19
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,1/24/2004,2004,1,24,23.5,32,15
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,1/25/2004,2004,1,25,5.5,16,-5
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,1/26/2004,2004,1,26,4.5,14,-5
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,1/27/2004,2004,1,27,12.5,23,2
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,1/28/2004,2004,1,28,22,31,13
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,1/29/2004,2004,1,29,25,32,18
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,1/30/2004,2004,1,30,21.5,31,12
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,1/31/2004,2004,1,31,5,20,-10
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,2/1/2004,2004,2,1,5,20,-10
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,2/2/2004,2004,2,2,12,24,0
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,2/3/2004,2004,2,3,16,21,11
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,2/4/2004,2004,2,4,16,27,5
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,2/5/2004,2004,2,5,10.5,24,-3
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,2/6/2004,2004,2,6,12.5,28,-3
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,2/7/2004,2004,2,7,12,20,4
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,2/8/2004,2004,2,8,10.5,22,-1
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,2/9/2004,2004,2,9,7,19,-5
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,2/10/2004,2004,2,10,16,34,-2
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,2/11/2004,2004,2,11,3,19,-13
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,2/12/2004,2004,2,12,3,22,-16
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,2/13/2004,2004,2,13,26,41,11
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,2/14/2004,2004,2,14,23.5,37,10
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,2/15/2004,2004,2,15,17.5,29,6
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,2/16/2004,2004,2,16,24,35,13
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,2/17/2004,2004,2,17,32.5,42,23
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,2/18/2004,2004,2,18,32,40,24
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,2/19/2004,2004,2,19,21,35,7
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,2/20/2004,2004,2,20,20.5,36,5
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,2/21/2004,2004,2,21,21,30,12
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,2/22/2004,2004,2,22,22.5,29,16
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,2/23/2004,2004,2,23,26,35,17
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,2/24/2004,2004,2,24,22.5,32,13
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,2/25/2004,2004,2,25,22,35,9
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,2/26/2004,2004,2,26,16,23,9
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,2/27/2004,2004,2,27,19,29,9
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,2/28/2004,2004,2,28,17,31,3
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,2/29/2004,2004,2,29,15,26,4
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,3/1/2004,2004,3,1,13.5,29,-2
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,3/2/2004,2004,3,2,14.5,27,2
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,3/3/2004,2004,3,3,17.5,31,4
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,3/4/2004,2004,3,4,16,27,5
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,3/5/2004,2004,3,5,14.5,29,0
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,3/6/2004,2004,3,6,22,30,14
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,3/7/2004,2004,3,7,30.5,49,12
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,3/8/2004,2004,3,8,38.5,54,23
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,3/9/2004,2004,3,9,39,51,27
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,3/10/2004,2004,3,10,34,48,20
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,3/11/2004,2004,3,11,34,50,18
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,3/12/2004,2004,3,12,34.5,49,20
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,3/13/2004,2004,3,13,35.5,48,23
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,3/14/2004,2004,3,14,31.5,44,19
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,3/15/2004,2004,3,15,30.5,42,19
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,3/16/2004,2004,3,16,33.5,46,21
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,3/17/2004,2004,3,17,35,47,23
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,3/18/2004,2004,3,18,34.5,49,20
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,3/19/2004,2004,3,19,43,52,34
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,3/20/2004,2004,3,20,46.5,59,34
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,3/21/2004,2004,3,21,48,62,34
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,3/22/2004,2004,3,22,47,60,34
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,3/23/2004,2004,3,23,43.5,55,32
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,3/24/2004,2004,3,24,40,54,26
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,3/25/2004,2004,3,25,38.5,50,27
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,3/26/2004,2004,3,26,24.5,35,14
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,3/27/2004,2004,3,27,21,32,10
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,3/28/2004,2004,3,28,26,39,13
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,3/29/2004,2004,3,29,35,53,17
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,3/30/2004,2004,3,30,37,52,22
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,3/31/2004,2004,3,31,41.5,54,29
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,4/1/2004,2004,4,1,37,44,30
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,4/2/2004,2004,4,2,40,49,31
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,4/3/2004,2004,4,3,36,44,28
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,4/4/2004,2004,4,4,38,50,26
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,4/5/2004,2004,4,5,41,54,28
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,4/6/2004,2004,4,6,36.5,46,27
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,4/7/2004,2004,4,7,35,43,27
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,4/8/2004,2004,4,8,39,51,27
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,4/9/2004,2004,4,9,27,41,13
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,4/10/2004,2004,4,10,22,33,11
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,4/11/2004,2004,4,11,26.5,44,9
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,4/12/2004,2004,4,12,36,52,20
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,4/13/2004,2004,4,13,38.5,53,24
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,4/14/2004,2004,4,14,36.5,48,25
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,4/15/2004,2004,4,15,31.5,40,23
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,4/16/2004,2004,4,16,37,46,28
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,4/17/2004,2004,4,17,36.5,47,26
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,4/18/2004,2004,4,18,30,40,20
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,4/19/2004,2004,4,19,29,38,20
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,4/20/2004,2004,4,20,29,38,20
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,4/21/2004,2004,4,21,31,42,20
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,4/22/2004,2004,4,22,27.5,36,19
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,4/23/2004,2004,4,23,32.5,47,18
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,4/24/2004,2004,4,24,33.5,48,19
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,4/25/2004,2004,4,25,35,51,19
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,4/26/2004,2004,4,26,40,56,24
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,4/27/2004,2004,4,27,43.5,57,30
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,4/28/2004,2004,4,28,36.5,50,23
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,4/29/2004,2004,4,29,28.5,36,21
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,4/30/2004,2004,4,30,33.5,46,21
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,5/1/2004,2004,5,1,37.5,53,22
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,5/2/2004,2004,5,2,42,57,27
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,5/3/2004,2004,5,3,45,59,31
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,5/4/2004,2004,5,4,50.5,62,39
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,5/5/2004,2004,5,5,50.5,61,40
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,5/6/2004,2004,5,6,49.5,59,40
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,5/7/2004,2004,5,7,47.5,60,35
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,5/8/2004,2004,5,8,47.5,59,36
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,5/9/2004,2004,5,9,46.5,58,35
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,5/10/2004,2004,5,10,44,57,31
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,5/11/2004,2004,5,11,32,44,20
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,5/12/2004,2004,5,12,30.5,41,20
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,5/13/2004,2004,5,13,28.5,39,18
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,5/14/2004,2004,5,14,35,49,21
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,5/15/2004,2004,5,15,42,54,30
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,5/16/2004,2004,5,16,42,52,32
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,5/17/2004,2004,5,17,44,54,34
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,5/18/2004,2004,5,18,44,53,35
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,5/19/2004,2004,5,19,41.5,50,33
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,5/20/2004,2004,5,20,43.5,53,34
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,5/21/2004,2004,5,21,42,53,31
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,5/22/2004,2004,5,22,37.5,45,30
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,5/23/2004,2004,5,23,38,50,26
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,5/24/2004,2004,5,24,34.5,46,23
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,5/25/2004,2004,5,25,36.5,45,28
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,5/26/2004,2004,5,26,39,51,27
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,5/27/2004,2004,5,27,44,54,34
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,5/28/2004,2004,5,28,41.5,52,31
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,5/29/2004,2004,5,29,31,40,22
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,5/30/2004,2004,5,30,31,42,20
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,5/31/2004,2004,5,31,40,49,31
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,6/1/2004,2004,6,1,45,60,30
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,6/2/2004,2004,6,2,50.5,61,40
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,6/3/2004,2004,6,3,54,66,42
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,6/4/2004,2004,6,4,54,67,41
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,6/5/2004,2004,6,5,53.5,67,40
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,6/6/2004,2004,6,6,57.5,66,49
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,6/7/2004,2004,6,7,56.5,66,47
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,6/8/2004,2004,6,8,54.5,65,44
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,6/9/2004,2004,6,9,47,59,35
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,6/10/2004,2004,6,10,35.5,43,28
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,6/11/2004,2004,6,11,38,46,30
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,6/12/2004,2004,6,12,42.5,52,33
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,6/13/2004,2004,6,13,50.5,61,40
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,6/14/2004,2004,6,14,50.5,65,36
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,6/15/2004,2004,6,15,51,65,37
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,6/16/2004,2004,6,16,46.5,56,37
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,6/17/2004,2004,6,17,40.5,47,34
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,6/18/2004,2004,6,18,45,55,35
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,6/19/2004,2004,6,19,49.5,60,39
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,6/20/2004,2004,6,20,50.5,62,39
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,6/21/2004,2004,6,21,44,54,34
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,6/22/2004,2004,6,22,43.5,56,31
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,6/23/2004,2004,6,23,51,66,36
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,6/24/2004,2004,6,24,50.5,63,38
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,6/25/2004,2004,6,25,49.5,61,38
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,6/26/2004,2004,6,26,49,60,38
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,6/27/2004,2004,6,27,48,58,38
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,6/28/2004,2004,6,28,49.5,63,36
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,6/29/2004,2004,6,29,43.5,49,38
USS0010J30S,"BROWN DUCK, UT US",40.58,-110.59,3230.9,6/30/2004,2004,6,30,48.5,59,38
USW00024127,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",40.7781,-111.9694,1287.8,1/1/2004,2004,1,1,38.5,42,35
USW00024127,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",40.7781,-111.9694,1287.8,1/2/2004,2004,1,2,30,40,20
USW00024127,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",40.7781,-111.9694,1287.8,1/3/2004,2004,1,3,23,27,19
USW00024127,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",40.7781,-111.9694,1287.8,1/4/2004,2004,1,4,18.5,26,11
USW00024127,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",40.7781,-111.9694,1287.8,1/5/2004,2004,1,5,20,27,13
USW00024127,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",40.7781,-111.9694,1287.8,1/6/2004,2004,1,6,18.5,24,13
USW00024127,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",40.7781,-111.9694,1287.8,1/7/2004,2004,1,7,24.5,27,22
USW00024127,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",40.7781,-111.9694,1287.8,1/8/2004,2004,1,8,22,30,14
USW00024127,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",40.7781,-111.9694,1287.8,1/9/2004,2004,1,9,20,26,14
USW00024127,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",40.7781,-111.9694,1287.8,1/10/2004,2004,1,10,21.5,24,19
USW00024127,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",40.7781,-111.9694,1287.8,1/11/2004,2004,1,11,18.5,23,14
USW00024127,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",40.7781,-111.9694,1287.8,1/12/2004,2004,1,12,16.5,23,10
USW00024127,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",40.7781,-111.9694,1287.8,1/13/2004,2004,1,13,17,24,10
USW00024127,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",40.7781,-111.9694,1287.8,1/14/2004,2004,1,14,15.5,23,8
USW00024127,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",40.7781,-111.9694,1287.8,1/15/2004,2004,1,15,16,21,11
USW00024127,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",40.7781,-111.9694,1287.8,1/16/2004,2004,1,16,16,23,9
USW00024127,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",40.7781,-111.9694,1287.8,1/17/2004,2004,1,17,20,24,16
USW00024127,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",40.7781,-111.9694,1287.8,1/18/2004,2004,1,18,22.5,25,20
USW00024127,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",40.7781,-111.9694,1287.8,1/19/2004,2004,1,19,21,26,16
USW00024127,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",40.7781,-111.9694,1287.8,1/20/2004,2004,1,20,18.5,26,11
USW00024127,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",40.7781,-111.9694,1287.8,1/21/2004,2004,1,21,16.5,27,6
USW00024127,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",40.7781,-111.9694,1287.8,1/22/2004,2004,1,22,19,24,14
USW00024127,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",40.7781,-111.9694,1287.8,1/23/2004,2004,1,23,16.5,24,9
USW00024127,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",40.7781,-111.9694,1287.8,1/24/2004,2004,1,24,15.5,25,6
